'Elapsed time','V5'
4.325,-0.250
4.328,-0.255
4.331,-0.240
4.333,-0.220
4.336,-0.235
4.339,-0.235
4.342,-0.240
4.344,-0.255
4.347,-0.245
4.350,-0.225
4.353,-0.230
4.356,-0.235
4.358,-0.240
4.361,-0.240
4.364,-0.240
4.367,-0.230
4.369,-0.245
4.372,-0.255
4.375,-0.250
4.378,-0.250
4.381,-0.235
4.383,-0.240
4.386,-0.235
4.389,-0.255
4.392,-0.255
4.394,-0.255
4.397,-0.250
4.400,-0.235
4.403,-0.260
4.406,-0.255
4.408,-0.270
4.411,-0.285
4.414,-0.285
4.417,-0.280
4.419,-0.285
4.422,-0.285
4.425,-0.305
4.428,-0.295
4.431,-0.285
4.433,-0.290
4.436,-0.305
4.439,-0.320
4.442,-0.335
4.444,-0.340
4.447,-0.315
4.450,-0.315
4.453,-0.330
4.456,-0.345
4.458,-0.350
4.461,-0.355
4.464,-0.365
4.467,-0.355
4.469,-0.365
4.472,-0.370
4.475,-0.375
4.478,-0.375
4.481,-0.370
4.483,-0.355
4.486,-0.360
4.489,-0.340
4.492,-0.340
4.494,-0.330
4.497,-0.315
4.500,-0.290
4.503,-0.275
4.506,-0.265
4.508,-0.260
4.511,-0.245
4.514,-0.225
4.517,-0.205
4.519,-0.200
4.522,-0.190
4.525,-0.200
4.528,-0.185
4.531,-0.175
4.533,-0.160
4.536,-0.155
4.539,-0.165
4.542,-0.160
4.544,-0.170
4.547,-0.150
4.550,-0.145
4.553,-0.150
4.556,-0.145
4.558,-0.145
4.561,-0.155
4.564,-0.150
4.567,-0.135
4.569,-0.145
4.572,-0.145
4.575,-0.150
4.578,-0.145
4.581,-0.140
4.583,-0.130
4.586,-0.135
4.589,-0.140
4.592,-0.145
4.594,-0.165
4.597,-0.155
4.600,-0.145
4.603,-0.150
4.606,-0.160
4.608,-0.160
4.611,-0.160
4.614,-0.145
4.617,-0.140
4.619,-0.150
4.622,-0.165
4.625,-0.170
4.628,-0.165
4.631,-0.165
4.633,-0.150
4.636,-0.150
4.639,-0.165
4.642,-0.170
4.644,-0.180
4.647,-0.165
4.650,-0.155
4.653,-0.160
4.656,-0.165
4.658,-0.175
4.661,-0.180
4.664,-0.165
4.667,-0.150
4.669,-0.170
4.672,-0.170
4.675,-0.185
4.678,-0.175
4.681,-0.175
4.683,-0.160
4.686,-0.165
4.689,-0.170
4.692,-0.180
4.694,-0.175
4.697,-0.170
4.700,-0.160
4.703,-0.160
4.706,-0.170
4.708,-0.190
4.711,-0.165
4.714,-0.160
4.717,-0.155
4.719,-0.160
4.722,-0.155
4.725,-0.165
4.728,-0.185
4.731,-0.175
4.733,-0.150
4.736,-0.155
4.739,-0.165
4.742,-0.170
4.744,-0.170
4.747,-0.165
4.750,-0.150
4.753,-0.160
4.756,-0.170
4.758,-0.175
4.761,-0.180
4.764,-0.155
4.767,-0.150
4.769,-0.145
4.772,-0.160
4.775,-0.165
4.778,-0.160
4.781,-0.160
4.783,-0.145
4.786,-0.150
4.789,-0.150
4.792,-0.160
4.794,-0.160
4.797,-0.150
4.800,-0.150
4.803,-0.150
4.806,-0.155
4.808,-0.160
4.811,-0.160
4.814,-0.150
4.817,-0.130
4.819,-0.150
4.822,-0.155
4.825,-0.160
4.828,-0.150
4.831,-0.125
4.833,-0.120
4.836,-0.115
4.839,-0.125
4.842,-0.135
4.844,-0.140
4.847,-0.130
4.850,-0.105
4.853,-0.105
4.856,-0.100
4.858,-0.105
4.861,-0.090
4.864,-0.080
4.867,-0.075
4.869,-0.090
4.872,-0.090
4.875,-0.100
4.878,-0.100
4.881,-0.095
4.883,-0.090
4.886,-0.110
4.889,-0.125
4.892,-0.130
4.894,-0.120
4.897,-0.120
4.900,-0.110
4.903,-0.110
4.906,-0.120
4.908,-0.130
4.911,-0.140
4.914,-0.145
4.917,-0.125
4.919,-0.130
4.922,-0.150
4.925,-0.145
4.928,-0.140
4.931,-0.140
4.933,-0.120
4.936,-0.135
4.939,-0.145
4.942,-0.160
4.944,-0.150
4.947,-0.135
4.950,-0.125
4.953,-0.135
4.956,-0.145
4.958,-0.150
4.961,-0.160
4.964,-0.145
4.967,-0.135
4.969,-0.135
4.972,-0.125
4.975,-0.160
4.978,-0.175
4.981,-0.195
4.983,-0.210
4.986,-0.230
4.989,-0.270
4.992,-0.290
4.994,-0.280
4.997,-0.195
5.000,-0.050
5.003,0.085
5.006,0.195
5.008,0.305
5.011,0.420
5.014,0.565
5.017,0.705
5.019,0.800
5.022,0.795
5.025,0.595
5.028,0.235
5.031,-0.075
5.033,-0.190
5.036,-0.185
5.039,-0.155
5.042,-0.170
5.044,-0.165
5.047,-0.155
5.050,-0.145
5.053,-0.155
5.056,-0.190
5.058,-0.200
5.061,-0.195
5.064,-0.175
5.067,-0.175
5.069,-0.180
5.072,-0.185
5.075,-0.200
5.078,-0.195
5.081,-0.200
5.083,-0.195
5.086,-0.190
5.089,-0.195
5.092,-0.200
5.094,-0.200
5.097,-0.190
5.100,-0.180
5.103,-0.185
5.106,-0.195
5.108,-0.210
5.111,-0.210
5.114,-0.175
5.117,-0.190
5.119,-0.185
5.122,-0.185
5.125,-0.195
5.128,-0.200
5.131,-0.195
5.133,-0.180
5.136,-0.190
5.139,-0.195
5.142,-0.190
5.144,-0.195
5.147,-0.175
5.150,-0.175
5.153,-0.185
5.156,-0.190
5.158,-0.195
5.161,-0.190
5.164,-0.185
5.167,-0.170
5.169,-0.170
5.172,-0.190
5.175,-0.200
5.178,-0.200
5.181,-0.180
5.183,-0.175
5.186,-0.195
5.189,-0.175
5.192,-0.190
5.194,-0.190
5.197,-0.190
5.200,-0.180
5.203,-0.190
5.206,-0.210
5.208,-0.205
5.211,-0.200
5.214,-0.210
5.217,-0.195
5.219,-0.205
5.222,-0.215
5.225,-0.230
5.228,-0.215
5.231,-0.225
5.233,-0.205
5.236,-0.215
5.239,-0.235
5.242,-0.245
5.244,-0.245
5.247,-0.240
5.250,-0.245
5.253,-0.235
5.256,-0.260
5.258,-0.265
5.261,-0.270
5.264,-0.265
5.267,-0.265
5.269,-0.270
5.272,-0.285
5.275,-0.300
5.278,-0.295
5.281,-0.295
5.283,-0.295
5.286,-0.305
5.289,-0.310
5.292,-0.320
5.294,-0.325
5.297,-0.320
5.300,-0.310
5.303,-0.320
5.306,-0.320
5.308,-0.325
5.311,-0.310
5.314,-0.280
5.317,-0.280
5.319,-0.280
5.322,-0.265
5.325,-0.265
5.328,-0.250
5.331,-0.225
5.333,-0.200
5.336,-0.195
5.339,-0.190
5.342,-0.180
5.344,-0.170
5.347,-0.150
5.350,-0.135
5.353,-0.115
5.356,-0.125
5.358,-0.130
5.361,-0.120
5.364,-0.105
5.367,-0.100
5.369,-0.100
5.372,-0.100
5.375,-0.115
5.378,-0.120
5.381,-0.105
5.383,-0.100
5.386,-0.105
5.389,-0.115
5.392,-0.120
5.394,-0.110
5.397,-0.105
5.400,-0.095
5.403,-0.100
5.406,-0.110
5.408,-0.120
5.411,-0.120
5.414,-0.115
5.417,-0.105
5.419,-0.105
5.422,-0.095
5.425,-0.105
5.428,-0.120
5.431,-0.115
5.433,-0.105
5.436,-0.110
5.439,-0.125
5.442,-0.115
5.444,-0.130
5.447,-0.115
5.450,-0.095
5.453,-0.100
5.456,-0.110
5.458,-0.115
5.461,-0.115
5.464,-0.105
5.467,-0.100
5.469,-0.110
5.472,-0.100
5.475,-0.100
5.478,-0.105
5.481,-0.095
5.483,-0.095
5.486,-0.095
5.489,-0.110
5.492,-0.115
5.494,-0.110
5.497,-0.105
5.500,-0.105
5.503,-0.115
5.506,-0.115
5.508,-0.135
5.511,-0.125
5.514,-0.135
5.517,-0.125
5.519,-0.130
5.522,-0.150
5.525,-0.155
5.528,-0.165
5.531,-0.165
5.533,-0.170
5.536,-0.175
5.539,-0.170
5.542,-0.175
5.544,-0.170
5.547,-0.165
5.550,-0.160
5.553,-0.160
5.556,-0.170
5.558,-0.180
5.561,-0.170
5.564,-0.155
5.567,-0.155
5.569,-0.160
5.572,-0.160
5.575,-0.175
5.578,-0.170
5.581,-0.155
5.583,-0.150
5.586,-0.160
5.589,-0.155
5.592,-0.165
5.594,-0.160
5.597,-0.150
5.600,-0.150
5.603,-0.145
5.606,-0.155
5.608,-0.165
5.611,-0.155
5.614,-0.135
5.617,-0.130
5.619,-0.145
5.622,-0.155
5.625,-0.160
5.628,-0.160
5.631,-0.175
5.633,-0.190
5.636,-0.235
5.639,-0.250
5.642,-0.295
5.644,-0.315
5.647,-0.295
5.650,-0.190
5.653,-0.085
5.656,0.060
5.658,0.175
5.661,0.265
5.664,0.380
5.667,0.485
5.669,0.590
5.672,0.665
5.675,0.665
5.678,0.500
5.681,0.205
5.683,-0.075
5.686,-0.215
5.689,-0.205
5.692,-0.180
5.694,-0.175
5.697,-0.165
5.700,-0.145
5.703,-0.145
5.706,-0.160
5.708,-0.165
5.711,-0.170
5.714,-0.155
5.717,-0.155
5.719,-0.155
5.722,-0.170
5.725,-0.175
5.728,-0.170
5.731,-0.155
5.733,-0.155
5.736,-0.160
5.739,-0.165
5.742,-0.180
5.744,-0.175
5.747,-0.170
5.750,-0.160
5.753,-0.160
5.756,-0.170
5.758,-0.180
5.761,-0.180
5.764,-0.170
5.767,-0.165
5.769,-0.165
5.772,-0.175
5.775,-0.180
5.778,-0.185
5.781,-0.170
5.783,-0.160
5.786,-0.165
5.789,-0.175
5.792,-0.175
5.794,-0.175
5.797,-0.180
5.800,-0.170
5.803,-0.160
5.806,-0.170
5.808,-0.180
5.811,-0.185
5.814,-0.170
5.817,-0.160
5.819,-0.180
5.822,-0.180
5.825,-0.185
5.828,-0.185
5.831,-0.165
5.833,-0.155
5.836,-0.170
5.839,-0.175
5.842,-0.195
5.844,-0.195
5.847,-0.190
5.850,-0.175
5.853,-0.175
5.856,-0.190
5.858,-0.190
5.861,-0.190
5.864,-0.185
5.867,-0.190
5.869,-0.215
5.872,-0.220
5.875,-0.215
5.878,-0.225
5.881,-0.215
5.883,-0.200
5.886,-0.230
5.889,-0.225
5.892,-0.245
5.894,-0.240
5.897,-0.245
5.900,-0.220
5.903,-0.245
5.906,-0.260
5.908,-0.280
5.911,-0.280
5.914,-0.285
5.917,-0.270
5.919,-0.285
5.922,-0.295
5.925,-0.305
5.928,-0.305
5.931,-0.315
5.933,-0.305
5.936,-0.310
5.939,-0.330
5.942,-0.325
5.944,-0.330
5.947,-0.315
5.950,-0.310
5.953,-0.315
5.956,-0.310
5.958,-0.320
5.961,-0.305
5.964,-0.290
5.967,-0.275
5.969,-0.270
5.972,-0.265
5.975,-0.265
5.978,-0.255
5.981,-0.245
5.983,-0.225
5.986,-0.215
5.989,-0.215
5.992,-0.215
5.994,-0.210
5.997,-0.205
6.000,-0.185
6.003,-0.180
6.006,-0.190
6.008,-0.190
6.011,-0.170
6.014,-0.155
6.017,-0.140
6.019,-0.145
6.022,-0.165
6.025,-0.160
6.028,-0.160
6.031,-0.150
6.033,-0.145
6.036,-0.140
6.039,-0.150
6.042,-0.150
6.044,-0.170
6.047,-0.155
6.050,-0.145
6.053,-0.130
6.056,-0.140
6.058,-0.150
6.061,-0.145
6.064,-0.150
6.067,-0.135
6.069,-0.140
6.072,-0.155
6.075,-0.150
6.078,-0.165
6.081,-0.145
6.083,-0.145
6.086,-0.155
6.089,-0.160
6.092,-0.160
6.094,-0.175
6.097,-0.155
6.100,-0.155
6.103,-0.150
6.106,-0.160
6.108,-0.165
6.111,-0.165
6.114,-0.175
6.117,-0.165
6.119,-0.165
6.122,-0.165
6.125,-0.170
6.128,-0.165
6.131,-0.160
6.133,-0.160
6.136,-0.165
6.139,-0.170
6.142,-0.195
6.144,-0.185
6.147,-0.180
6.150,-0.170
6.153,-0.165
6.156,-0.185
6.158,-0.180
6.161,-0.185
6.164,-0.170
6.167,-0.175
6.169,-0.175
6.172,-0.175
6.175,-0.180
6.178,-0.175
6.181,-0.155
6.183,-0.160
6.186,-0.170
6.189,-0.180
6.192,-0.200
6.194,-0.195
6.197,-0.165
6.200,-0.160
6.203,-0.160
6.206,-0.165
6.208,-0.185
6.211,-0.190
6.214,-0.180
6.217,-0.170
6.219,-0.170
6.222,-0.170
6.225,-0.180
6.228,-0.180
6.231,-0.170
6.233,-0.180
6.236,-0.180
6.239,-0.200
6.242,-0.195
6.244,-0.195
6.247,-0.155
6.250,-0.145
6.253,-0.165
6.256,-0.180
6.258,-0.185
6.261,-0.180
6.264,-0.170
6.267,-0.160
6.269,-0.160
6.272,-0.170
6.275,-0.180
6.278,-0.190
6.281,-0.180
6.283,-0.165
6.286,-0.170
6.289,-0.185
6.292,-0.195
6.294,-0.185
6.297,-0.185
6.300,-0.185
6.303,-0.185
6.306,-0.190
6.308,-0.180
6.311,-0.190
6.314,-0.190
6.317,-0.180
6.319,-0.190
6.322,-0.190
6.325,-0.195
6.328,-0.195
6.331,-0.185
6.333,-0.175
6.336,-0.195
6.339,-0.180
6.342,-0.180
6.344,-0.185
6.347,-0.190
6.350,-0.175
6.353,-0.190
6.356,-0.190
6.358,-0.210
6.361,-0.205
6.364,-0.185
6.367,-0.180
6.369,-0.180
6.372,-0.190
6.375,-0.215
6.378,-0.220
6.381,-0.205
6.383,-0.195
6.386,-0.190
6.389,-0.195
6.392,-0.215
6.394,-0.235
6.397,-0.210
6.400,-0.200
6.403,-0.210
6.406,-0.205
6.408,-0.215
6.411,-0.215
6.414,-0.205
6.417,-0.200
6.419,-0.190
6.422,-0.220
6.425,-0.225
6.428,-0.225
6.431,-0.205
6.433,-0.200
6.436,-0.205
6.439,-0.205
6.442,-0.210
6.444,-0.210
6.447,-0.195
6.450,-0.195
6.453,-0.195
6.456,-0.200
6.458,-0.225
6.461,-0.225
6.464,-0.205
6.467,-0.190
6.469,-0.195
6.472,-0.190
6.475,-0.200
6.478,-0.185
6.481,-0.180
6.483,-0.165
6.486,-0.170
6.489,-0.180
6.492,-0.175
6.494,-0.170
6.497,-0.165
6.500,-0.150
6.503,-0.155
6.506,-0.165
6.508,-0.170
6.511,-0.165
6.514,-0.165
6.517,-0.155
6.519,-0.170
6.522,-0.180
6.525,-0.170
6.528,-0.165
6.531,-0.160
6.533,-0.160
6.536,-0.180
6.539,-0.190
6.542,-0.205
6.544,-0.190
6.547,-0.190
6.550,-0.170
6.553,-0.185
6.556,-0.190
6.558,-0.195
6.561,-0.225
6.564,-0.215
6.567,-0.200
6.569,-0.205
6.572,-0.205
6.575,-0.205
6.578,-0.220
6.581,-0.210
6.583,-0.210
6.586,-0.210
6.589,-0.215
6.592,-0.225
6.594,-0.235
6.597,-0.230
6.600,-0.205
6.603,-0.215
6.606,-0.225
6.608,-0.225
6.611,-0.220
6.614,-0.220
6.617,-0.215
6.619,-0.225
6.622,-0.225
6.625,-0.255
6.628,-0.275
6.631,-0.290
6.633,-0.290
6.636,-0.315
6.639,-0.330
6.642,-0.305
6.644,-0.245
6.647,-0.115
6.650,-0.025
6.653,0.030
6.656,0.080
6.658,0.155
6.661,0.265
6.664,0.385
6.667,0.500
6.669,0.545
6.672,0.450
6.675,0.215
6.678,-0.090
6.681,-0.325
6.683,-0.390
6.686,-0.385
6.689,-0.365
6.692,-0.335
6.694,-0.295
6.697,-0.285
6.700,-0.270
6.703,-0.265
6.706,-0.270
6.708,-0.275
6.711,-0.285
6.714,-0.265
6.717,-0.250
6.719,-0.260
6.722,-0.260
6.725,-0.265
6.728,-0.270
6.731,-0.265
6.733,-0.245
6.736,-0.260
6.739,-0.255
6.742,-0.280
6.744,-0.260
6.747,-0.250
6.750,-0.250
6.753,-0.255
6.756,-0.255
6.758,-0.260
6.761,-0.260
6.764,-0.255
6.767,-0.225
6.769,-0.240
6.772,-0.245
6.775,-0.265
6.778,-0.275
6.781,-0.250
6.783,-0.245
6.786,-0.230
6.789,-0.240
6.792,-0.255
6.794,-0.250
6.797,-0.250
6.800,-0.245
6.803,-0.235
6.806,-0.240
6.808,-0.250
6.811,-0.250
6.814,-0.245
6.817,-0.220
6.819,-0.245
6.822,-0.245
6.825,-0.240
6.828,-0.255
6.831,-0.245
6.833,-0.225
6.836,-0.240
6.839,-0.250
6.842,-0.260
6.844,-0.265
6.847,-0.255
6.850,-0.240
6.853,-0.250
6.856,-0.250
6.858,-0.265
6.861,-0.260
6.864,-0.260
6.867,-0.265
6.869,-0.275
6.872,-0.270
6.875,-0.270
6.878,-0.270
6.881,-0.270
6.883,-0.245
6.886,-0.265
6.889,-0.265
6.892,-0.270
6.894,-0.285
6.897,-0.260
6.900,-0.245
6.903,-0.255
6.906,-0.265
6.908,-0.285
6.911,-0.295
6.914,-0.300
6.917,-0.295
6.919,-0.285
6.922,-0.320
6.925,-0.325
6.928,-0.335
6.931,-0.335
6.933,-0.330
6.936,-0.350
6.939,-0.345
6.942,-0.365
6.944,-0.380
6.947,-0.375
6.950,-0.375
6.953,-0.385
6.956,-0.385
6.958,-0.400
6.961,-0.400
6.964,-0.395
6.967,-0.390
6.969,-0.390
6.972,-0.400
6.975,-0.405
6.978,-0.410
6.981,-0.380
6.983,-0.355
6.986,-0.350
6.989,-0.340
6.992,-0.345
6.994,-0.335
6.997,-0.310
7.000,-0.285
7.003,-0.280
7.006,-0.270
7.008,-0.255
7.011,-0.245
7.014,-0.235
7.017,-0.210
7.019,-0.215
7.022,-0.220
7.025,-0.220
7.028,-0.215
7.031,-0.190
7.033,-0.180
7.036,-0.180
7.039,-0.185
7.042,-0.195
7.044,-0.195
7.047,-0.190
7.050,-0.170
7.053,-0.170
7.056,-0.185
7.058,-0.185
7.061,-0.185
7.064,-0.180
7.067,-0.170
7.069,-0.190
7.072,-0.180
7.075,-0.195
7.078,-0.190
7.081,-0.170
7.083,-0.170
7.086,-0.175
7.089,-0.190
7.092,-0.195
7.094,-0.190
7.097,-0.185
7.100,-0.185
7.103,-0.180
7.106,-0.185
7.108,-0.190
7.111,-0.205
7.114,-0.195
7.117,-0.185
7.119,-0.185
7.122,-0.185
7.125,-0.205
7.128,-0.205
7.131,-0.180
7.133,-0.195
7.136,-0.195
7.139,-0.205
7.142,-0.210
7.144,-0.225
7.147,-0.210
7.150,-0.200
7.153,-0.200
7.156,-0.205
7.158,-0.210
7.161,-0.225
7.164,-0.210
7.167,-0.200
7.169,-0.200
7.172,-0.205
7.175,-0.210
7.178,-0.200
7.181,-0.195
7.183,-0.185
7.186,-0.205
7.189,-0.210
7.192,-0.220
7.194,-0.215
7.197,-0.205
7.200,-0.200
7.203,-0.215
7.206,-0.210
7.208,-0.225
7.211,-0.220
7.214,-0.215
7.217,-0.200
7.219,-0.210
7.222,-0.205
7.225,-0.215
7.228,-0.215
7.231,-0.215
7.233,-0.200
7.236,-0.200
7.239,-0.210
7.242,-0.220
7.244,-0.210
7.247,-0.195
7.250,-0.200
7.253,-0.190
7.256,-0.210
7.258,-0.220
7.261,-0.215
7.264,-0.200
7.267,-0.185
7.269,-0.195
7.272,-0.200
7.275,-0.200
7.278,-0.205
7.281,-0.195
7.283,-0.185
7.286,-0.190
7.289,-0.195
7.292,-0.200
7.294,-0.200
7.297,-0.200
7.300,-0.190
7.303,-0.200
7.306,-0.190
7.308,-0.200
7.311,-0.195
7.314,-0.180
7.317,-0.160
7.319,-0.180
7.322,-0.180
7.325,-0.185
7.328,-0.180
7.331,-0.160
7.333,-0.145
7.336,-0.155
7.339,-0.170
7.342,-0.170
7.344,-0.155
7.347,-0.145
7.350,-0.130
7.353,-0.135
7.356,-0.140
7.358,-0.135
7.361,-0.140
7.364,-0.140
7.367,-0.125
7.369,-0.130
7.372,-0.150
7.375,-0.165
7.378,-0.165
7.381,-0.165
7.383,-0.155
7.386,-0.150
7.389,-0.165
7.392,-0.180
7.394,-0.195
7.397,-0.175
7.400,-0.170
7.403,-0.175
7.406,-0.185
7.408,-0.195
7.411,-0.190
7.414,-0.175
7.417,-0.185
7.419,-0.190
7.422,-0.205
7.425,-0.215
7.428,-0.215
7.431,-0.195
7.433,-0.180
7.436,-0.190
7.439,-0.200
7.442,-0.200
7.444,-0.215
7.447,-0.200
7.450,-0.180
7.453,-0.195
7.456,-0.200
7.458,-0.205
7.461,-0.210
7.464,-0.200
7.467,-0.205
7.469,-0.235
7.472,-0.260
7.475,-0.285
7.478,-0.300
7.481,-0.325
7.483,-0.320
7.486,-0.290
7.489,-0.190
7.492,-0.055
7.494,0.050
7.497,0.150
7.500,0.245
7.503,0.345
7.506,0.445
7.508,0.530
7.511,0.595
7.514,0.520
7.517,0.275
7.519,-0.085
7.522,-0.300
7.525,-0.335
7.528,-0.285
7.531,-0.250
7.533,-0.245
7.536,-0.235
7.539,-0.215
7.542,-0.230
7.544,-0.230
7.547,-0.240
7.550,-0.235
7.553,-0.235
7.556,-0.245
7.558,-0.255
7.561,-0.250
7.564,-0.240
7.567,-0.225
7.569,-0.230
7.572,-0.250
7.575,-0.240
7.578,-0.255
7.581,-0.230
7.583,-0.225
7.586,-0.225
7.589,-0.225
7.592,-0.230
7.594,-0.240
7.597,-0.225
7.600,-0.215
7.603,-0.215
7.606,-0.225
7.608,-0.235
7.611,-0.240
7.614,-0.225
7.617,-0.205
7.619,-0.210
7.622,-0.225
7.625,-0.230
7.628,-0.235
7.631,-0.225
7.633,-0.215
7.636,-0.220
7.639,-0.230
7.642,-0.235
7.644,-0.230
7.647,-0.215
7.650,-0.215
7.653,-0.215
7.656,-0.225
7.658,-0.235
7.661,-0.235
7.664,-0.230
7.667,-0.215
7.669,-0.225
7.672,-0.225
7.675,-0.235
7.678,-0.245
7.681,-0.240
7.683,-0.225
7.686,-0.210
7.689,-0.230
7.692,-0.230
7.694,-0.245
7.697,-0.220
7.700,-0.225
7.703,-0.235
7.706,-0.245
7.708,-0.250
7.711,-0.250
7.714,-0.240
7.717,-0.240
7.719,-0.245
7.722,-0.250
7.725,-0.270
7.728,-0.270
7.731,-0.265
7.733,-0.260
7.736,-0.280
7.739,-0.295
7.742,-0.295
7.744,-0.315
7.747,-0.310
7.750,-0.305
7.753,-0.310
7.756,-0.325
7.758,-0.330
7.761,-0.350
7.764,-0.340
7.767,-0.335
7.769,-0.350
7.772,-0.350
7.775,-0.370
7.778,-0.365
7.781,-0.355
7.783,-0.335
7.786,-0.355
7.789,-0.365
7.792,-0.370
7.794,-0.360
7.797,-0.335
7.800,-0.315
7.803,-0.315
7.806,-0.305
7.808,-0.285
7.811,-0.285
7.814,-0.270
7.817,-0.240
7.819,-0.230
7.822,-0.220
7.825,-0.220
7.828,-0.200
7.831,-0.180
7.833,-0.175
7.836,-0.180
7.839,-0.185
7.842,-0.190
7.844,-0.185
7.847,-0.180
7.850,-0.175
7.853,-0.170
7.856,-0.165
7.858,-0.175
7.861,-0.170
7.864,-0.165
7.867,-0.155
7.869,-0.160
7.872,-0.160
7.875,-0.165
7.878,-0.165
7.881,-0.160
7.883,-0.145
7.886,-0.150
7.889,-0.160
7.892,-0.165
7.894,-0.175
7.897,-0.150
7.900,-0.140
7.903,-0.155
7.906,-0.160
7.908,-0.175
7.911,-0.175
7.914,-0.170
7.917,-0.160
7.919,-0.155
7.922,-0.165
7.925,-0.175
7.928,-0.180
7.931,-0.170
7.933,-0.165
7.936,-0.170
7.939,-0.185
7.942,-0.185
7.944,-0.180
7.947,-0.175
7.950,-0.170
7.953,-0.180
7.956,-0.185
7.958,-0.200
7.961,-0.195
7.964,-0.185
7.967,-0.175
7.969,-0.180
7.972,-0.185
7.975,-0.205
7.978,-0.210
7.981,-0.190
7.983,-0.185
7.986,-0.190
7.989,-0.200
7.992,-0.205
7.994,-0.215
7.997,-0.200
8.000,-0.180
8.003,-0.185
8.006,-0.200
8.008,-0.205
8.011,-0.200
8.014,-0.205
8.017,-0.190
8.019,-0.190
8.022,-0.180
8.025,-0.205
8.028,-0.200
8.031,-0.195
8.033,-0.180
8.036,-0.185
8.039,-0.185
8.042,-0.200
8.044,-0.200
8.047,-0.180
8.050,-0.180
8.053,-0.185
8.056,-0.185
8.058,-0.200
8.061,-0.195
8.064,-0.175
8.067,-0.175
8.069,-0.185
8.072,-0.190
8.075,-0.195
8.078,-0.205
8.081,-0.185
8.083,-0.160
8.086,-0.170
8.089,-0.190
8.092,-0.190
8.094,-0.190
8.097,-0.180
8.100,-0.170
8.103,-0.160
8.106,-0.170
8.108,-0.185
8.111,-0.195
8.114,-0.180
8.117,-0.175
8.119,-0.170
8.122,-0.170
8.125,-0.195
8.128,-0.200
8.131,-0.180
8.133,-0.170
8.136,-0.175
8.139,-0.180
8.142,-0.180
8.144,-0.170
8.147,-0.155
8.150,-0.135
8.153,-0.145
8.156,-0.160
8.158,-0.160
8.161,-0.160
8.164,-0.140
8.167,-0.120
8.169,-0.120
8.172,-0.130
8.175,-0.130
8.178,-0.125
8.181,-0.125
8.183,-0.115
8.186,-0.110
8.189,-0.130
8.192,-0.145
8.194,-0.155
8.197,-0.140
8.200,-0.140
8.203,-0.145
8.206,-0.150
8.208,-0.160
8.211,-0.165
8.214,-0.160
8.217,-0.150
8.219,-0.165
8.222,-0.185
8.225,-0.180
8.228,-0.185
8.231,-0.170
8.233,-0.155
8.236,-0.175
8.239,-0.190
8.242,-0.195
8.244,-0.195
8.247,-0.180
8.250,-0.175
8.253,-0.180
8.256,-0.180
8.258,-0.190
8.261,-0.170
8.264,-0.180
8.267,-0.175
8.269,-0.180
8.272,-0.185
8.275,-0.200
8.278,-0.195
8.281,-0.200
8.283,-0.225
8.286,-0.255
8.289,-0.295
8.292,-0.330
8.294,-0.340
8.297,-0.305
8.300,-0.195
8.303,-0.065
8.306,0.070
8.308,0.180
8.311,0.285
8.314,0.415
8.317,0.555
8.319,0.670
8.322,0.700
8.325,0.555
8.328,0.210
8.331,-0.125
8.333,-0.265
8.336,-0.240
8.339,-0.215
8.342,-0.215
8.344,-0.230
8.347,-0.220
8.350,-0.210
8.353,-0.235
8.356,-0.235
8.358,-0.235
8.361,-0.230
8.364,-0.225
8.367,-0.210
8.369,-0.215
8.372,-0.225
8.375,-0.240
8.378,-0.250
8.381,-0.230
8.383,-0.230
8.386,-0.225
8.389,-0.230
8.392,-0.240
8.394,-0.235
8.397,-0.230
8.400,-0.225
8.403,-0.230
8.406,-0.245
8.408,-0.235
8.411,-0.235
8.414,-0.220
8.417,-0.220
8.419,-0.225
8.422,-0.230
8.425,-0.245
8.428,-0.225
8.431,-0.220
8.433,-0.210
8.436,-0.210
8.439,-0.220
8.442,-0.240
8.444,-0.235
8.447,-0.225
8.450,-0.210
8.453,-0.200
8.456,-0.225
8.458,-0.225
8.461,-0.225
8.464,-0.225
8.467,-0.215
8.469,-0.215
8.472,-0.235
8.475,-0.240
8.478,-0.240
8.481,-0.235
8.483,-0.220
8.486,-0.225
8.489,-0.235
8.492,-0.245
8.494,-0.245
8.497,-0.230
8.500,-0.225
8.503,-0.220
8.506,-0.245
8.508,-0.250
8.511,-0.255
8.514,-0.255
8.517,-0.240
8.519,-0.250
8.522,-0.260
8.525,-0.275
8.528,-0.285
8.531,-0.275
8.533,-0.280
8.536,-0.290
8.539,-0.300
8.542,-0.305
8.544,-0.315
8.547,-0.310
8.550,-0.315
8.553,-0.325
8.556,-0.335
8.558,-0.350
8.561,-0.345
8.564,-0.340
8.567,-0.335
8.569,-0.350
8.572,-0.360
8.575,-0.370
8.578,-0.365
8.581,-0.360
8.583,-0.345
8.586,-0.340
8.589,-0.350
8.592,-0.355
8.594,-0.345
8.597,-0.325
8.600,-0.305
8.603,-0.300
8.606,-0.285
8.608,-0.285
8.611,-0.280
8.614,-0.265
8.617,-0.230
8.619,-0.235
8.622,-0.240
8.625,-0.245
8.628,-0.225
8.631,-0.215
8.633,-0.195
8.636,-0.180
8.639,-0.180
8.642,-0.190
8.644,-0.180
8.647,-0.165
8.650,-0.140
8.653,-0.155
